Geneid	species	chr	gstart	gend	gstrand	Length	mhf1	mhf2	mhm1	mhm2	mlf1	mlf2	mlm1	mlm2
Trim5	mmu	chr7	103912593	103937448	-	4017	5.110574365956956	3.0297720528228806	4.528798851197261	6.343267286952894	3.8116600604692445	6.951969080282266	3.9891160618753436	3.468760042080318
Trim54	mmu	chr5	31273956	31294970	+	1532	109.60727786499554	166.55330257045782	174.73249159862053	0	0	0	0.05390697380912626	0.06306836440146033
Trim55	mmu	chr3	19698591	19745734	+	2893	58.50153420542597	82.22464710022096	80.41915629941545	0.26430280362303726	0	0	0	0
Trim56	mmu	chr5	137140140	137145313	-	3864	7.1464942353219225	9.594278167272456	7.694561154946803	2.114422428984298	4.573992072563094	5.1086439453589385	7.385255411850298	4.351717143700762
Trim59	mmu	chr3	68942625	68952075	-	3228	2.825358186057504	1.3465653568101692	1.4949433101039502	0.4405046727050621	1.1728184801443828	0.7899964863957121	0.5929767119003889	1.576709110036508
Trim6	mmu	chr7	103868002	103884359	+	4760	1.9528210991868045	1.2624050220095335	0.879378417708206	1.8501196253612608	0.5277683160649723	2.3173230267607554	0.8625115809460202	0.7568203728175239
Trim62	mmu	chr4	128777837	128805119	+	3312	2.0774692544540474	1.9356877004146182	1.6268500727601811	3.347835512558472	0.5277683160649723	2.0539908646288514	0.37734881666388387	1.0090938304233652
Trim63	mmu	chr4	134042431	134056940	+	2207	118.20800057843529	143.6196113372846	200.67415492101262	0.17620186908202484	0	0	0	0
Trim65	mmu	chr11	116008015	116022239	-	6943	10.844389508250126	10.393801347878494	6.727244895467776	7.8409831741501055	9.265265993140625	16.37926048460443	10.08060410230661	10.532416855043873
Trim66	mmu	chr7	109048208	109115948	-	15161	0.2908456956235666	0.7153628458054024	0.6155648923957442	0.17620186908202484	0.11728184801443829	0.21066572970552322	0.10781394761825253	0.12613672880292065
Trim67	mmu	chr8	125518056	125561452	+	11654	1.0802840123161046	11.908687374289935	2.5062284904683874	0.08810093454101242	0.11728184801443829	0.15799929727914241	0.1617209214273788	0.06306836440146033
Trim68	mmu	chr7	102326786	102336536	-	2393	17.700038047948482	15.6117421055179	15.169277705466554	8.457689715937192	5.043119464620847	7.84729843153074	3.7734881666388382	5.234674245321207
Trim7	mmu	chr11	48716965	48741022	+	4225	46.57686068485974	23.77529458117955	20.709361737028253	17.179682235497424	31.5488171158839	34.07518177986838	25.49799861171672	33.993848412387116
Trim72	mmu	chr7	127602684	127610565	+	3030	210.48918486128406	212.1682040324023	271.0244283376691	0.17620186908202484	0.46912739205775317	0.42133145941104644	0.21562789523650505	0.44147855081022225
Trim8	mmu	chr19	46490087	46504891	+	3739	28.045834935129637	24.15401608778241	26.07357008504831	23.082444849745254	29.789589395667328	22.646565943343745	25.983161375998858	30.146678183898036
Trim80	mmu	chr11	115331371	115339094	+	1932	0.041549385089080945	0.12624050220095337	0	2.731128970771385	0.17592277202165743	4.265981026536846	0.1617209214273788	0.31534182200730165
Trio	mmu	chr15	27730735	28025954	-	30793	50.52405226832243	47.38226849275783	55.13702679030452	39.733521477996604	31.079689723826146	33.02185313134076	25.875347428380607	27.30860178583232
Triobp	mmu	chr15	78831924	78890069	+	13175	24.264840892023273	18.557353823540144	16.928034540882965	11.453121490331615	14.718871925812005	16.695259079162714	13.907999242754576	16.334706379978225
Trip10	mmu	chr17	57540227	57570421	+	2748	71.67268927866463	64.42473628988654	83.27713615696712	15.153360741054136	12.2559531175088	13.74593886328539	16.387720037974383	14.884133998744637
Trip11	mmu	chr12	101800304	101879463	-	12189	58.04449096944608	65.0559388008913	57.02769038837716	35.32847475094598	40.34495571696677	27.755209888702684	51.37334604009733	37.588745183270355
Trip12	mmu	chr1	84698910	84818285	-	10622	123.06927863385776	142.77800798927825	146.54841331107255	102.19708406757441	127.60265063970886	108.96684869018189	176.329711329652	126.3890022605265
Trip13	mmu	chr13	74060569	74085914	-	2321	0.8725370868706999	0.25248100440190674	0.3517513670832824	1.057211214492149	2.1110732642598893	0.8953293512484737	1.6711161880829142	1.4505723812335876
Trip4	mmu	chr9	65736208	65816076	-	10230	21.314834550698524	22.807450730972242	20.13776576551792	46.25299063403152	85.85031274656883	36.70850340118742	96.60129706595427	83.94399301834369
Trip6	mmu	chr5	137308160	137312740	-	2050	16.869050346166865	15.906303277320124	15.257215547237374	17.972590646366534	18.120045518230715	17.64325486283757	15.363487535600985	17.974483854416192
Triqk	mmu	chr4	12906837	12981485	+	1501	2.3683149500776137	3.6188943964273297	2.90194877843708	0.08810093454101242	0.11728184801443829	0.10533286485276161	0.21562789523650505	0
Trir	mmu	chr8	85753440	85756920	+	1037	30.871193121187144	20.871763030557624	18.510915692757738	51.97955137919733	48.78924877400633	39.605157184638365	37.78878864019751	52.34674245321207
Trit1	mmu	chr4	122910342	122948733	+	2122	5.650716372115008	4.965459753237499	5.8918353986449805	27.575592511336886	21.110732642598894	14.851933944239388	25.983161375998858	25.10120903178121
Trmo	mmu	chr4	46376505	46393557	-	5505	2.9084569562356664	1.977767867814936	2.022570360728874	3.6121383161815093	4.046223756498121	1.8433251349233282	3.3422323761658284	3.7841018640876194
Trmt1	mmu	chr8	85412953	85426416	+	4726	27.048649692991695	23.059931735374146	24.88640922114223	42.81705418693204	41.0486468050534	36.60317053633466	35.14734692355032	47.55354675870109
Trmt10a	mmu	chr3	137849209	137865582	+	4755	3.157753266770152	2.8614513832216097	1.7147879145310019	6.255166352411882	7.5646791969312694	7.636632701825217	6.468836857095152	7.252861906167937
Trmt10b	mmu	chr4	45297075	45315439	+	2575	4.321136049264418	5.007539920637817	4.133078563228568	5.286056072460745	3.8116600604692445	5.213976810211699	4.582092773775733	4.982400787715366
Trmt10c	mmu	chr16	55854083	55858149	-	1858	12.34016737145704	13.591894070302645	16.136593964945583	18.50119625361261	23.045883134837123	14.325269619975579	28.031626380745656	19.929603150861464
Trmt11	mmu	chr10	30410218	30477598	-	4361	6.14930899318398	6.143704440446397	6.947089499894828	6.607570090575932	5.922733324729133	6.53063762087122	8.301673966605444	6.8744517197591755
Trmt112	mmu	chr19	6887066	6888396	+	1034	5.193673136135118	4.418417577033368	5.232301585363826	10.307809341298453	8.678856753068434	6.214639026312935	9.541534364215348	10.343211761839493
Trmt12	mmu	chr15	58744498	NA	+	4133	4.819728670333389	6.017463938245443	5.408177268905467	4.405046727050621	6.15729702075801	4.107981729257703	5.821953171385636	6.6221782621533345
Trmt13	mmu	chr3	116365706	116408236	-	8750	7.395790545856408	5.975383770845125	6.375493528384494	12.069828032118702	12.197312193501583	11.16528367439273	8.463394888032823	10.280143397438033
Trmt1l	mmu	chr1	151304293	151333934	+	3052	22.685964258638197	22.26040855476811	23.875124040777795	31.71633643476447	33.01484021606438	26.17521691591126	34.662184159268186	38.21942882728496
Trmt2a	mmu	chr16	18066711	18071366	+	3922	21.730328401589336	17.67367030813347	17.059941303539198	19.206003729940708	24.335983462995944	18.3805849168069	21.508882549841378	25.984166133401654
Trmt2b	mmu	chrX	133123704	133177733	-	3710	45.49657667254363	56.68198548822806	57.95103772697078	23.96345419515538	30.20007586371786	31.757858753107627	43.55683483777402	27.24553342143086
Trmt44	mmu	chr5	35713552	35732401	-	3795	2.492963105344857	2.2723290396171607	2.198446044270515	3.788340185263534	4.573992072563094	3.4233181077147523	4.689906721393985	5.0454691521168265
Trmt5	mmu	chr12	73315289	73333754	-	4870	23.30920503497441	43.090091417925414	28.535829654631286	6.431368221493907	8.972061373104529	11.955280160788442	10.619673840397875	11.919920871876002
Trmt6	mmu	chr2	132646127	132658127	-	3273	8.143679477459866	7.700670634258155	7.914405759373855	11.717424293954652	11.786825725451049	10.743952214981684	14.12362713799108	11.85685250747454
Trmt61a	mmu	chr12	111644539	111650336	+	2433	2.451413720255776	3.8713754008292365	5.144363743593005	3.964542054345559	4.984478540613628	2.6333216213190402	6.4149298832860255	4.9193324233139055
Trmt61b	mmu	chr17	71864022	71905276	-	2945	2.4098643351666946	2.777291048420974	2.770042015780849	4.228844857968596	6.15729702075801	3.4233181077147523	4.959441590439616	4.477853872503683
Trmt9b	mmu	chr8	36924643	36981723	+	7125	1.7035247886523188	2.9035315506219272	2.1544771233851048	10.836414948544528	15.481203937905855	13.640605998432628	14.662696876082343	18.289825676423494
Trmu	mmu	chr15	85763505	85781595	+	2292	12.29861798636796	10.604202184880082	12.179391085258654	10.748314014003515	13.546053445667622	11.007284377113589	12.290790028480789	13.181288159905208
Trnau1ap	mmu	chr4	132039074	132058007	-	2882	18.572575134819182	12.581970052695018	12.838924898539808	18.765499057235644	15.187999317869759	15.378598268503195	16.44162701178351	18.226757312022034
TrnD	mmu	chrMT	6942	NA	+	70	533.8264996245119	307.98474520292586	249.6995017082451	143.78072517093227	188.53057068320956	165.1619320891302	120.15864462054245	162.21183324055596
TrnE	mmu	chrMT	14071	NA	-	69	2.9500063413247473	1.388645524210487	1.4949433101039502	0.4405046727050621	3.4011735924187105	0.36866502698466563	2.264092899983303	1.0721621948248254
TrnF	mmu	chrMT	1	NA	+	68	0.041549385089080945	1.8515273656139826	0.5715959715103339	0	0.11728184801443829	0.10533286485276161	0	0
TrnG	mmu	chrMT	9391	NA	+	68	453.92703209820934	244.90657426984953	204.80723348424118	136.46834760402825	181.43501887833602	113.23282971671873	100.91385497068437	157.8601160968552
TrnH	mmu	chrMT	11546	NA	+	67	4.030290353640852	2.314409207017478	1.4070054683331297	0.26430280362303726	0.7036910880866297	0.5793307566901889	0.9703255285642727	0.6937520084160635
TrnI	mmu	chrMT	3706	NA	+	69	484.2580832132384	318.67310772260663	333.2404513905247	62.815966327741855	124.3773998193118	71.78434739715703	101.23729681353912	126.76741244693525
TrnK	mmu	chrMT	7700	NA	+	65	49.81771272180805	38.0825514972876	30.38252433181852	21.672829897089056	23.808215146930973	15.431264700929576	14.932231745127975	19.992671515262924
TrnL1	mmu	chrMT	2676	NA	+	75	177.87291756635554	295.86565699163435	250.0512530753284	22.55383924249918	35.06727255631705	16.853258376441858	41.077114042554214	34.372258598795874
TrnM	mmu	chrMT	3845	NA	+	69	81.64454170004406	167.31074558366353	159.2994003678415	13.391342050233888	40.638160337002866	22.962564537902033	44.9584161568113	37.462608454467436
TrnP	mmu	chrMT	15356	NA	-	67	0.16619754035632378	0.3787215066028601	0.6155648923957442	0.5286056072460745	1.1728184801443828	0.36866502698466563	0.6468836857095152	0.18920509320438098
Trnp1	mmu	chr4	133218408	133226446	-	2242	1.9112717140977236	5.175860590239088	1.3630365474477193	0.08810093454101242	0.058640924007219146	0.21066572970552322	0.05390697380912626	0.12613672880292065
TrnQ	mmu	chrMT	3772	NA	-	71	0.4154938508908095	0.589122343604449	0.5276270506249237	0.3524037381640497	0.6450501640794106	0	0.3234418428547576	0.2522734576058413
TrnR	mmu	chrMT	9808	NA	+	68	11.758475980209907	29.245716343220863	20.13776576551792	2.290624298066323	2.5802006563176425	1.3166608106595201	3.3961393499749546	2.4596662116569528
TrnS2	mmu	chrMT	11613	NA	+	59	1.0802840123161046	0.7153628458054024	0.3517513670832824	0	0.058640924007219146	0.052666432426380805	0	0.06306836440146033
TrnT	mmu	chrMT	15289	NA	+	67	9.805654881023104	6.564506114449575	6.771213816353186	2.90733083985341	3.7530191364620253	2.475322324039898	2.3719068476015557	4.730127330109524
Trnt1	mmu	chr6	106746099	106759435	+	5867	17.11834665670135	19.230636501945227	19.478231952236765	17.09158130095641	20.934809870577237	18.43325134923328	22.47920807840565	18.731304227233718
TrnV	mmu	chrMT	1025	NA	+	69	3.5316977325718804	3.408493559425741	2.022570360728874	1.673917756279236	1.641945872202136	0.8426629188220929	1.3476743452281565	1.3244356524306669
TrnW	mmu	chrMT	4950	NA	+	67	163.70457725097893	151.95148448254753	119.99118509628471	45.54818315770342	64.50501640794106	42.02781307625188	50.241299590105676	60.04108291019023
Tro	mmu	chrX	149427706	149440579	-	7761	1.1633827824942664	3.4926538942263763	1.4949433101039502	0.26430280362303726	0.11728184801443829	0.052666432426380805	0.10781394761825253	0.12613672880292065
Troap	mmu	chr15	98972854	98981290	+	2329	0.6647901614252951	0.12624050220095337	0.2638135253124618	0.26430280362303726	0.5277683160649723	0.5793307566901889	0.5929767119003889	1.0721621948248254
Trp53	mmu	chr11	69471174	69482695	+	2291	20.276099923471502	12.413649383093746	13.454489790935552	25.284968213270567	28.264925371479627	23.5945617270186	26.845672956944878	31.21884037872286
Trp53bp1	mmu	chr2	121025316	121126830	-	10735	28.71062509655493	30.508121365230394	33.108597426713956	18.589297188153623	22.10762835072162	23.857893889150503	19.783859387949338	21.31710716769359
Trp53bp2	mmu	chr1	182236732	182290001	+	4370	9.68100672575586	16.15878428172203	12.355266768800295	17.620186908202484	21.403937262634987	21.382571565110606	23.23390571173342	20.749491888080446
Trp53i11	mmu	chr2	93017694	93032102	+	3939	83.38961587378546	26.889226968803065	31.393809512182955	9.603001864970354	7.7406019689529275	9.901289296159591	9.433720416597096	8.451160829795684
Trp53i13	mmu	chr11	77398925	77404214	-	1777	7.271142390589166	8.7526748192661	5.8918353986449805	4.581248596132646	2.05243234025267	3.1073195131564675	1.8867440833194191	2.775008033664254
Trp53inp1	mmu	chr4	11156441	11174379	+	5432	18.614124519908263	18.473193488739508	18.422977850986918	92.77028407168608	71.9524137568579	160.15862100862404	64.31101975428763	62.626885850650105
Trp53inp2	mmu	chr2	155223574	155231767	+	5290	530.6687463577418	590.0060271198557	628.4038172942841	378.6578166572714	367.2094661332063	124.0294483641268	369.15495664489663	370.58970922298084
Trp53rka	mmu	chr2	165332032	165335234	-	1868	5.526068216847766	4.628818414034956	5.100394822707595	7.8409831741501055	6.567783488808544	4.423980323815988	6.199301988049521	6.685246626554794
Trp53rkb	mmu	chr2	166634379	166641412	+	5238	2.451413720255776	2.608970378819703	3.4295758290620038	2.90733083985341	3.107968972382615	2.0013244322024706	2.1562789523650503	3.0272814912700956
Trp63	mmu	chr16	25502513	25710030	+	6897	1.412679093028752	0.3366413392025423	0.7474716550519751	0	0.17592277202165743	0	0	0.06306836440146033
Trpc1	mmu	chr9	95587125	95632438	-	4853	6.897197924787437	9.173476493269277	9.145535544165343	0.7048074763280994	0.7036910880866297	0.47399789183742724	0.5390697380912626	0.6306836440146033
Trpc2	mmu	chr7	101732323	101746071	+	3342	6.107759608094899	3.8292952334289185	3.033855541093311	2.0263214944432857	4.10486468050534	1.9486579997760898	2.1562789523650503	3.7210334996861594
Trpc3	mmu	chr3	36674631	36744316	-	3955	15.83031571893984	7.868991303859426	11.256043746665037	0.7048074763280994	0.5864092400721914	0.526664324263808	0.4312557904730101	0.9460254660219048
Trpc4ap	mmu	chr2	155476197	155534304	-	3198	84.84384435190329	91.48228392829087	104.64603170727652	85.8103102429461	96.34703814386106	94.58891263777993	126.08841173954633	107.27928784688402
Trpm2	mmu	chr10	77743556	77805737	-	9673	1.2049321675833473	1.388645524210487	1.0552541012498473	11.717424293954652	7.388756424909612	11.16528367439273	7.223534490422919	8.009682278985462
Trpm3	mmu	chr19	22114789	22972774	+	33054	6.897197924787437	3.2822530572247874	4.177047484113979	0	0	0	0	0.06306836440146033
Trpm4	mmu	chr7	44952579	44983492	-	4923	26.134563221031915	30.339800695629126	25.633880876194205	4.581248596132646	1.0555366321299446	2.2646565943343746	0.9164185547551464	1.3244356524306669
Trpm6	mmu	chr19	18707566	18869875	+	7679	0.5816913912471332	0.6732826784050846	0.7914405759373855	0.4405046727050621	0.5277683160649723	0.263332162131904	1.3476743452281565	0.567615279613143
Trpm7	mmu	chr2	126633478	126718177	-	9044	86.96286299144641	76.03886249237424	57.2035660719188	72.50706912725322	77.69922430956537	69.46702437039629	80.75264676607114	75.17749036654071
Trps1	mmu	chr15	50518149	50754027	-	29833	7.063395465143761	14.181016413907095	9.057597702394522	1.4977158871972112	0.5864092400721914	1.3166608106595201	1.0781394761825251	0.6306836440146033
Trpt1	mmu	chr19	6970046	6976414	+	2486	11.01058704860645	12.666130387495654	12.223360006144064	3.788340185263534	7.799242892960146	8.163297026089024	5.390697380912626	9.397186295817589
Trpv2	mmu	chr11	62465312	62491131	+	3359	5.27677190631328	3.787215066028601	4.440861009426441	2.8192299053123975	1.231459404151602	1.9486579997760898	1.239860397609904	1.576709110036508
Trpv3	mmu	chr11	73158315	73191194	+	5739	0.49859262106897134	0.21040083700158893	0.1319067626562309	0.5286056072460745	0.17592277202165743	0.6319971891165697	0.48516276428213634	0.2522734576058413
Trpv4	mmu	chr5	114760213	114796496	-	3342	6.398605303718465	6.26994494264735	5.628021873332519	0.616706541787087	0.6450501640794106	1.2639943782331393	0.808604607136894	0.8198887372189843
Trrap	mmu	chr5	144704547	144796588	+	14468	57.46279957819895	61.77368574366651	50.388383334680206	54.09397380818163	47.616430293861946	58.7230721554146	61.346136194785686	56.44618613930699
Trub1	mmu	chr19	57441323	57479437	+	6410	10.678191967893802	8.247712810462286	9.365380148592394	23.61105045699133	35.71232272039646	31.5471930234021	28.7324170402643	33.61543822597835
Trub2	mmu	chr2	29651235	29677683	-	4633	14.625383551356492	14.896379259712496	20.31364144905956	7.400478501445043	12.021389421479926	9.058626377337498	12.021255159435157	11.85685250747454
Tsacc	mmu	chr3	88190059	88204267	-	895	2.451413720255776	2.1460885374162073	2.4182906486975666	2.90733083985341	2.5802006563176425	2.5806551888926594	1.9406510571285454	2.711939669262794
Tsc1	mmu	chr2	28531005	28580949	+	8369	26.674705227189968	46.330264307749886	35.966577284265625	32.33304297655156	41.693696969132816	64.99037761415391	43.7185557592014	40.80523176774483
Tsc2	mmu	chr17	24814790	24851607	-	6459	92.90442505918499	97.12102635993345	108.07560753633852	50.21753268837708	52.01449959440338	48.97978215653415	56.11715973530044	53.86038319884712
Tsc22d1	mmu	chr14	76652401	76745205	+	9939	203.30114124087305	252.10228289530386	202.3449739146582	38.412007459881416	82.50778007815734	43.76580534632245	69.75562410900939	76.81726784097867
Tsc22d2	mmu	chr3	58322123	58374204	+	14908	25.55287182978478	27.73083031680942	22.292242888903022	36.29758503089712	33.953095000179886	20.96124010569956	34.55437021164993	28.56996907386153
Tsc22d3	mmu	chrX	139440277	139501271	-	4195	68.59803478207265	69.81099771712721	43.5292316765562	51.97955137919733	91.12799590721855	56.5110819935066	83.39408848271833	97.31448627145328
Tsc22d4	mmu	chr5	137744231	137766715	+	3175	124.52350711197559	100.61368025415983	124.03632581774247	18.677398122694633	8.796138601082871	15.483931133355956	10.565766866588747	8.388092465394223
Tsen15	mmu	chr1	152246486	152262433	-	1133	6.9387473098765176	5.975383770845125	6.331524607499084	5.902762614247832	3.8116600604692445	4.845311783227034	3.1266044809293234	4.603990601306604
Tsen2	mmu	chr6	115521587	115555301	+	1866	6.647901614252952	6.522425947049257	5.232301585363826	5.902762614247832	7.036910880866298	6.056639729033792	7.223534490422919	7.126725177365016
Tsen34	mmu	chr7	3696086	3704034	+	2881	30.206402959761846	29.371956845421817	29.06345670525621	25.196867278729552	24.160060690974287	25.121888267383643	23.126091764115166	26.8671232350221
Tsen54	mmu	chr11	115704563	115713915	+	2965	7.561988086212732	5.8070631012438545	6.5074002910407245	6.959973828739981	7.916524740974585	7.0046355127086475	8.463394888032823	9.71252811782489
Tsfm	mmu	chr10	126858201	126866683	-	1180	23.890896426221545	19.60935800854809	23.30352806926746	13.567543919315913	12.901003281588212	13.11394167416882	14.069720164181955	16.96539002399283
Tsg101	mmu	chr7	46538697	46569717	-	1949	29.8740078790492	28.277872493013554	27.128824186298157	28.104198118582964	31.783380811912778	25.121888267383643	29.648835595019445	27.497806879036702
Tsga10	mmu	chr1	37793651	37905507	-	12652	1.7450741737413997	2.188168704816525	2.2424149651559255	0.8810093454101242	1.1141775561371638	1.0006622161012353	1.5093952666555355	0.8198887372189843
Tshz1	mmu	chr18	84029752	84105832	-	6817	23.558501345508898	35.852302625070756	30.11871080650606	12.069828032118702	22.869960362815466	14.061937457843674	25.875347428380607	18.100620583219115
Tshz2	mmu	chr2	169474429	169914670	+	9753	17.6584886628594	15.275100766315356	16.840096699112145	8.72199251956023	12.37323496552324	10.796618647408065	15.525208457028363	10.721621948248256
Tshz3	mmu	chr7	36397543	36472978	+	23320	6.5232534589857085	3.8292952334289185	4.177047484113979	1.673917756279236	2.7561234283392997	2.0539908646288514	1.9406510571285454	2.0181876608467304
Tsix	mmu	chrX	102475123	102528563	+	4306	0.4570432359798904	0.799523180606038	0.5276270506249237	0.08810093454101242	0.5277683160649723	0.263332162131904	0.5390697380912626	0.6937520084160635
Tsku	mmu	chr7	97999875	98010535	-	3322	3.656345887839123	3.0297720528228806	2.9459176993224903	91.00826538086584	40.34495571696677	20.065910754451085	43.55683483777402	38.91318083570102
Tslp	mmu	chr18	32948436	32952852	+	1333	2.492963105344857	1.4728058590111226	1.1431919430206678	0.17620186908202484	0.2932046200360957	0.31599859455828483	0.21562789523650505	0
Tsn	mmu	chr1	118226244	118239463	-	3736	37.145150269638364	39.38703668669745	46.16736692968082	42.64085231785001	51.48673127833841	44.87180042727645	54.44604354721753	47.23820493669378
Tsnax	mmu	chr8	125739780	125760947	+	2363	89.95441871786025	64.92969829869034	70.8779004672814	28.985207463993085	31.431535267869464	34.39118037442667	37.73488166638838	29.579062904284893
Tspan11	mmu	chr6	127864585	127929994	+	5178	1.2464815526724284	1.1361645198085804	2.770042015780849	0	0	0	0	0
Tspan12	mmu	chr6	21771390	21879595	-	2706	33.447254996710164	30.63436186743135	32.09731224634952	193.91015692476833	204.24633831714428	184.49051278961196	202.95975639136037	201.62956099146865
Tspan13	mmu	chr12	36064554	36092477	-	1923	73.21001652696063	38.755834175692684	54.081772689054674	1.3215140181151863	0.820972936101068	1.4219936755122817	0.8625115809460202	0.8829571016204445
Tspan14	mmu	chr14	40628384	40689030	-	3128	17.783136818126646	13.171092396299468	14.817526338383272	29.513813071239163	28.85133461155182	28.334540645392874	41.723997728263726	30.77736182791264
Tspan15	mmu	chr10	62021175	62066997	-	6050	15.41482186804903	7.364029295055613	12.003515401717012	3.4359364470994844	3.3425326684114913	4.371313891389606	3.503953297593207	3.090349855671556
Tspan17	mmu	chr13	54936915	54944588	+	1859	9.26551287486505	10.730442687081036	11.343981588435858	3.347835512558472	1.2901003281588213	3.26531881043561	1.617209214273788	1.765914203240889
Tspan18	mmu	chr2	93032105	93164898	-	5610	23.101458109529005	16.411265286123935	11.300012667550448	1.5858168217382236	1.231459404151602	2.369989459187136	1.0781394761825251	1.1982989236277461
Tspan2	mmu	chr3	102642086	102679626	+	4362	15.747216948761679	15.78006277511917	20.797299578799073	1.1453121490331615	0.9968957081227254	1.2113279458067585	1.239860397609904	1.387504016832127
Tspan3	mmu	chr9	56043168	56068354	-	1729	113.13897559756741	133.81493233301057	144.26202942503122	4.669349530673658	5.864092400721915	4.476646756242369	5.390697380912626	6.180699711343112
Tspan31	mmu	chr10	126903156	126906977	-	1936	46.49376191468158	48.0134710037626	40.891096423431584	299.8955811776063	323.1701322037847	335.16917596148744	281.66393815268475	315.7833005581119
Tspan32	mmu	chr7	142558644	142573223	+	2331	1.3295803228505902	1.0520041850079447	1.0552541012498473	0.17620186908202484	0.410486468050534	0.7373300539693313	0.1617209214273788	0.18920509320438098
Tspan33	mmu	chr6	29694213	29718557	+	2001	1.2464815526724284	2.4827298766187496	2.022570360728874	14.8890579374311	25.802006563176423	6.161972593886555	25.120649795052838	25.984166133401654
Tspan4	mmu	chr7	141055149	141073340	+	3162	20.276099923471502	18.346952986538554	11.783670797289961	30.042418678485234	33.30804483610048	22.33056734878546	35.36297481878683	36.45351462404407
Tspan5	mmu	chr3	138447609	138610194	+	15327	6.440154688807547	6.732826784050846	4.704674534738903	0.9691102799511366	0.7036910880866297	0.6846636215429505	0.5929767119003889	0.6306836440146033
Tspan6	mmu	chrX	132791817	132801957	-	2647	11.135235203873693	8.37395331266324	5.540084031561698	0.17620186908202484	0.23456369602887658	0.47399789183742724	0.37734881666388387	0.44147855081022225
Tspan7	mmu	chrX	10351355	10462843	+	5960	116.54602517487206	86.85346551425592	95.72034076753823	30.218620547567262	7.916524740974585	21.329905132684225	9.002464626124086	6.8744517197591755
Tspan8	mmu	chr10	115652722	115685528	+	1874	1.8697223290086424	0.5470421762041312	0.3517513670832824	0.7929084108691118	0.2932046200360957	1.895991567349709	0.808604607136894	0.6306836440146033
Tspan9	mmu	chr6	127938359	128120541	-	5175	65.8557753661933	70.7367613999342	88.72928234675798	23.434848587909304	30.786485103790053	32.86385383406162	39.352090880662175	29.515994539883433
Tspo	mmu	chr15	83447774	83458404	+	856	21.023988855074958	18.557353823540144	18.90663598072643	43.16945792509608	42.74923360126276	46.03046194065682	40.214602461608195	50.89617007197848
Tspoap1	mmu	chr11	87649022	87676754	+	10800	0.24929631053448567	0.08416033480063558	0.1319067626562309	1.3215140181151863	0.35184554404331486	2.0539908646288514	0.2695348690456313	0.2522734576058413
Tspyl1	mmu	chr10	34158186	NA	+	2696	47.36629900155228	58.82807402564427	61.99617844842852	23.434848587909304	24.10141976696707	20.065910754451085	33.422323761658284	24.470525387766607
Tspyl2	mmu	chrX	151119847	151125480	-	2762	16.7859515759887	17.421189303731563	17.059941303539198	13.391342050233888	12.842362357580994	15.273265403650434	8.94855765231496	13.685835075116891
Tspyl3	mmu	chr2	153064290	NA	-	3072	2.0774692544540474	1.556966193811758	1.9786014398434637	0.26430280362303726	0.23456369602887658	0.526664324263808	0.37734881666388387	0.2522734576058413
Tspyl4	mmu	chr10	34173417	NA	+	3900	11.509179669675422	20.36680102175381	21.280957708538587	2.8192299053123975	10.027598005234474	5.371976107490842	3.8813021142570907	9.77559648222635
Tspyl5	mmu	chr15	33684021	NA	-	4009	7.188043620411004	7.574430132057202	8.178219284686316	0.08810093454101242	0.23456369602887658	0.052666432426380805	0.05390697380912626	0.12613672880292065
Tsr1	mmu	chr11	74788906	74800166	+	3385	13.17115507323866	18.389033153938872	18.291071088330686	20.35131587897387	22.048987426714397	11.11261724196635	29.918370464065077	21.19097043889067
Tsr2	mmu	chrX	149870090	149879539	-	3805	9.556358570488618	10.688362519680718	13.014800582081449	12.422231770282751	14.48430822978313	13.79860529571177	13.422836478472439	12.361399422686224
Tsr3	mmu	chr17	25459120	25461773	+	1317	7.1464942353219225	6.227864775247032	4.748643455624313	20.35131587897387	19.468786770396758	15.6419304306351	15.41739450941011	18.542099134029336
Tssc4	mmu	chr7	142621049	142624824	+	3697	188.80040584478382	131.92132479999626	128.16940438097103	276.72503539332	210.7554808819456	215.3530421914711	173.4187347439592	209.13469635524243
Tssk4	mmu	chr14	55880893	55889992	+	3612	0.33239508071264756	0.7153628458054024	0.6155648923957442	0.5286056072460745	0.46912739205775317	0.7373300539693313	0.37734881666388387	0.5045469152116826
Tst	mmu	chr15	78283756	78290065	-	1102	10.096500576646669	8.121472308261334	11.519857271977498	150.03589152334416	314.96040284277404	355.97241676990785	280.5857986765022	346.30838892841865
Tstd1	mmu	chr1	171246601	171247920	+	551	1.0387346272270237	0.589122343604449	0.7035027341665648	11.62932335941364	15.246640241876978	26.385882645616782	13.315022530854186	15.830159464766542
Tstd2	mmu	chr4	46114746	46138719	-	4503	14.168340315376602	14.181016413907095	14.157992525102117	25.989775689598666	26.09521118321252	17.063924106147383	25.551905585525848	26.740986506219176
Tstd3	mmu	chr4	21757382	21767211	-	1587	15.87186510402892	18.725674493141415	18.7747292180702	22.99434391520424	31.724739887905557	35.23384329324876	32.775440075948765	33.48930149717543
Ttbk1	mmu	chr17	46751587	46798596	-	15754	0.20774692544540474	0.3366413392025423	0.39572028796869274	0.8810093454101242	1.8765095682310127	1.1586615133803777	3.018790533311071	3.531828406481778
Ttbk2	mmu	chr2	120563297	120681065	-	11269	15.040877402247302	20.493041523954762	18.247102167445277	7.400478501445043	11.66954387743661	9.321958539469403	13.530650426090691	10.343211761839493
